audiocaps_id,source_audio_prompt,target_audio_prompt
106145,A man yelling followed by an infant crying then a woman shouting as a crowd of people talk and laugh,"A man yelling followed by an infant crying then a woman shouting as a crowd of people talk and laugh, with a distant siren wailing"
104058,'An insect buzzing as hollow wood clanks twice followed by a person gulping and a frog croaking proceeded by another insect buzzing and guitar music begins playing,"An insect buzzing as hollow wood clanks twice followed by a person gulping and a frog croaking proceeded by another insect buzzing and guitar music begins playing, with a gentle, distant rain shower in the background"
104074,A ringing of a siren with passing traffic,A rhythmic marching drum beat plays in the background as a siren rings and traffic passes
107252,A truck engine running followed by a truck horn honking,"A truck engine running, followed by a truck door slamming shut, and then a truck horn honking"
106813,"Birds chirp in the distance and a man speaks, and walks through the grass","Birds chirp in the distance and a man speaks, and walks through the grass, with a dog barking in close proximity"
105493,A horn honking several times,A horn honking several times under a heavy rainstorm
106323,A motorboat drives in the distance as people talk and rap music plays in the background,"A motorboat drives in the distance as people talk and rap music plays in the background, with gentle waves lapping against the shore"
102837,A man speaks with wind blowing and leaves rustling,"A man speaks with wind blowing, leaves rustling, and a train passing in the distance"
104787,A woman speaks with some rustling and crinkling of plastic,"A woman speaks with some rustling and crinkling of plastic, accompanied by the rhythmic typing on a mechanical keyboard"
105959,An idle helicopter engine running as birds chirp in the background,An idle helicopter engine running as birds chirp in the background and a distant siren grows increasingly loud
104408,Digital beeping with a horn honking twice,Digital beeping with a horn honking twice over the steady hum of distant highway traffic
106448,A person groaning followed by a series of gunshots and a high-pitched grunt then synthesized laser effects as music plays in the background,"A person groaning followed by a series of gunshots and a high-pitched grunt, then the sound of glass breaking as synthesized laser effects play with background music"
106721,A woman speaks with some rustling and hissing,"A woman speaks with some rustling and hissing, while a pencil writes on paper"
103965,Running footsteps followed by spraying noise,"Running footsteps followed by spraying noise, succeeded by ambient office chatter"
105341,"A repeated whistling sound and a small child babbling, followed by a man talking","A repeated whistling sound and a small child babbling, followed by a man talking, with gentle water bubbling in the background"
103014,A man talking followed by a goat baaing as wind lightly blows into a microphone followed by a crow cawing in the distance,"A man talking followed by a goat baaing as wind lightly blows into a microphone, accompanied by faint wooden chimes tinkling, followed by a crow cawing in the distance"
106801,An infant crying with another infant crying in the background followed by a woman speaking,"An infant crying with another infant crying in the background, a mobile chiming softly, followed by a woman speaking"
107354,Male speech and wind blowing hard over microphone,"Male speech and wind blowing hard over microphone, accompanied by a distant church bell ringing steadily"
106647,A rattling motor slowly comes to a stop,A rattling motor slowly comes to a stop accompanied by a gentle tapping of cooling metal
104657,Horses growl and clop hooves,Horses growl and clop hooves with the soft chirping of crickets in the night
104538,Water trickles down continuously,Water trickles down continuously as a distant rumble of thunder echoes
102771,Wood clacking and scrapping as bells chime while a muffled clock ticks,"Wood clacking and scrapping as small bells chime while a muffled clock ticks, with distant echoing church bells in the background"
107427,"Rain is splashing on a surface while rustling occurs and a car door shuts, and traffic is discernible in the distance","Rain is splashing on a surface while rustling occurs and a car door shuts, and traffic is discernible in the distance, with the hurried splash of footsteps through a puddle"
102801,A child speaks followed by scrubbing and spitting,"A child speaks with a dog barking, followed by scrubbing and spitting"
106238,Female and male are having conversation,Female and male are having conversation while wind chimes gently sway in the background
103960,A sprayer is emitting liquids with a loud whooshing noise,"A sprayer is emitting liquids with a loud whooshing noise, while distant traffic passes by in the background"
105856,Whistling and then a female singing,"A gentle wind blows, a person whistles, and then a woman sings"
104595,Food and oil sizzling followed by oil popping then steam hissing as a man talks and light music plays in the background,"A knife chopping vegetables, food and oil sizzling followed by oil popping then steam hissing as a man talks and light music plays in the background"
103499,A man talking as an infant is crying followed by a man humming,"A man talking as an infant is crying followed by a man humming, with a toy rattle being shaken in the background"
106408,A woman speaking very quickly,A woman speaking very quickly with a kettle whistling in the background
106134,A vehicle engine idles and birds chirp in the background,"A vehicle engine idles, birds chirp in the background, and a car door opens and closes"
105588,Two woman speaking then a baby crying,"Two women speaking, followed by a baby crying, with a cat meowing softly in the background"
105835,An idle helicopter engine running,An idle helicopter engine running with distant rumbling thunder
103465,Electronic laser blasts and explosions followed by a deep-voiced man talking while a man commentates followed by a woman chuckling,"Electronic laser blasts and explosions, the sound of an electric shield powering up and a burst of static electricity, followed by a deep-voiced man talking while a man commentates, followed by a woman chuckling"
105102,A man talking as a metal thumps followed by a power tool sanding as a metal pot clanks,"A man talking as a metal thumps followed by a power tool sanding as a metal pot clanks, with water dripping steadily into a container"
105876,Buzzing sound moving nearer and further,"Buzzing sound moving nearer and further with a distant, tolling bell"
104498,A jackhammer operating then slowing down before operating at a normal rate again,"A jackhammer operating, then a construction whistle blowing twice, followed by the jackhammer slowing down before operating at a normal rate again"
106222,"A woman is speaking, and a child speaks","A woman is speaking, a child speaks, and a window closes softly"
104506,A vehicle engine accelerating as plastic rattles and wind blows into a microphone,"A vehicle engine accelerating, plastic rattling, and wind blowing into a microphone, with windshield wipers swishing back and forth"
107055,"Metal clattering and rattling is ongoing, along with brief hissing, while many people talk in the background","Metal clattering and rattling is ongoing, along with brief hissing, while many people talk in the background. The clear ringing of a brass bell is heard regularly"
106335,"Wind noise while a water vehicle is traveling across water, and a man talks","Wind noise while a water vehicle is traveling across water, a man talks, and seagulls call"
105960,A bus engine slowing down then accelerating,"A bus engine slowing down accompanied by a hiss of air brakes, then accelerating"
104892,Leaves rustling in the wind with dogs barking and birds chirping,"Leaves rustling in the wind with dogs barking and birds chirping, while a distant church bell rings"
107396,A distant engine hums and gets louder as it approaches with squealing tires,A distant engine hums and gets louder as it approaches with squealing tires and slamming doors
103383,A man talking as a man is snoring,"A man talking as a man is snoring in a room with a quiet, ticking wall clock"
104475,Female speech followed by a thumping noise,Female speech followed by the sound of a door creaking open and then a thumping noise
103006,A man speaking softly,A man speaking softly with a single wind chime ringing in the background
104855,A man speaks with a small motor buzzing and wind blowing,"A man speaks with a small motor buzzing, wind blowing, and a faint sound of light rain falling"
104757,Motorcycle engine running,A motorcycle engine running as light rain falls
103951,A baby and a woman laugh,"A baby and a woman laugh, with a spoon clinking against a ceramic bowl"
107093,Hissing and clinking,"Hissing, clinking, and a deep rumble of a distant subway train passing"
105988,A vehicle horn is repeatedly tooting followed by a passing engine rumble,"A vehicle horn is repeatedly tooting followed by a passing engine rumble, with a distant siren wailing in the background"
105731,A object is hitting a surface followed by a loud boom,"An object is hitting a surface, creating a brief metallic rattle, followed by a loud boom"
106384,Footsteps are followed by oinking and then a squeal,"Footsteps are followed by oinking and then a squeal, with a gentle breeze rustling through some tall grass"
105617,Sizzling and a female speaking,"Sizzling, a female speaking, and a telephone ringing in the background"
106551,An emergency vehicle has the siren on,"An emergency vehicle has the siren on, with a helicopter passing in the background"
106777,Insects buzzing followed by plastic camera muffling and a kid speaking then footsteps walking on foliage,"Insects buzzing followed by plastic camera muffling and a kid speaking then footsteps walking on foliage, with a distant thunder rumble"
106827,A man speaks followed by a child crying and then a woman speaking,"A man speaks followed by a child crying, then a phone vibrates on a wooden table and a woman speaks"
104934,A person breathes heavily and sneezes,"A person breathes heavily and sneezes, followed by the faint sound of a window creaking open"
103878,A distorted gasping followed by footsteps walking on a hard surface and people grunting while a beating sounds in the background as a series of gunshots fire,"A distorted gasping followed by footsteps walking on a hard surface and people grunting while a beating sounds in the background as a series of gunshots fire, accompanied by a heavy metallic door creaking open"
103594,Humming and vibrations of a vehicle speeding past and into the distance,"Humming and vibrations of a vehicle speeding past and into the distance, accompanied by the sound of a car horn"
106668,Wind blowing and water splashing,"Wind blowing, water splashing, and distant thunder rumbling in the background"
106727,Frogs croaking together with a man speaking followed by rustling,"Frogs croaking together with a man speaking followed by rustling, while a distant thunderstorm brings rainfall in the background"
104670,"Metal clinks five times, a coin drops, knocking on glass occurs, a coin drops again, and a small child speaks","Metal clinks five times, a coin drops, knocking on glass occurs, a coin drops again, a mechanical cash register closes, and a small child speaks"
105127,"Snoring is ongoing, while an adult female laughs and an adult male speaks","An adult female laughs, an adult male speaks, snoring is ongoing, and bed sheets rustle softly"
105444,A sewing machine operating several times followed by metal clanking,"A sewing machine operating several times followed by metal clanking, with the sound of soft, steady breathing"
104047,A man speaks with distant birds chirping and a small loud chirp,"A man speaks with distant birds chirping, a small loud chirp, and a small group of children laughing in the background"
104090,A television plays in the distant background and then a sewing machine starts up,"A television plays in the distant background and then a sewing machine starts up, accompanied by a telephone ringing nearby"
106576,A stream of water flowing as the wind blows,A stream of water flowing as the wind blows and a chirping cricket
103012,A clock ticks with breathing in the background,"A clock ticks with breathing in the background, accompanied by the faint hum of distant city traffic"
104008,A woman speaks with some clicks and then hissing,"A woman speaks with some clicks, hissing, and a background hum of distant electricity"
103407,Some light banging followed by water splashing,Some light banging followed by water splashing and a dripping faucet
106042,A man talking as water splashes and gurgles and a motor engine hums in the background,"A man talking as water splashes and gurgles and a motor engine hums in the background, with a dog panting excitedly nearby"
104323,Horses trotting while wood clanks several times as a woman talks and birds chirp in the background alongside wind blowing into a microphone,"Horses trotting while wood clanks several times as a woman talks and birds chirp in the background alongside wind blowing into a microphone, with a leather saddle rhythmically creaking"
106393,A toilet is flushing followed by a cat meowing,"A toilet flushing, the sound of water running in a sink, followed by a cat meowing"
104667,An adult female is speaking in a quiet environment,An adult female is speaking gently in a quiet indoor environment as rain patters softly against the window
103585,Rain pouring on a hard surface as a vehicle drives by while water splashes in the background,"Rain pouring on a hard surface as a vehicle drives by while water splashes in the background, with the rhythmic noise of windshield wipers in motion"
103546,"An engine rumbles loudly, then an air horn honk three times","An engine rumbles loudly, then an air horn honks three times, followed by the sound of screeching tires"
103846,A man talks in the distance followed by several vehicles driving and accelerating,"A man talks in the distance followed by several vehicles driving and accelerating, with a continuous low rumble of a distant airplane engine in the background"
107356,A bleeping noise followed by a loud object in use,"A bleeping noise, the sound of a door opening, and then a loud object in use"
24352,Multiple gun shots woman screaming,Multiple gun shots woman screaming with heavy boots running towards the scene
103569,Low scratching groaning,Low scratching groaning with distant mechanical clanking
105557,Laughing and a motor running with birds chirping,Laughing and a motor running with birds chirping while a stream of water flows steadily in the background
105255,Humming followed by a woman speaking and slow clicks of a sewing machine,"Humming followed by a woman speaking, slow clicks of a sewing machine, and soft, rhythmic fabric rustling"
103712,Pigeons cooing and bird wings flapping during light scrapping on a metal surface while a construction machine operates in the background,Pigeons cooing and bird wings flapping during light scrapping on a metal surface while a construction machine operates in the background with a faint radio conversation about a construction delay audible
102972,A man speaking as birds chirp in the background,A man speaking as birds chirp and a car drives by in the background
105605,Man talking and a tapping clicking,Man talking and a tapping clicking with the subtle hum and whir of an oscillating desk fan in the background
105523,Plastic crinkling as a young girl is talking,Plastic crinkling and gentle wind while a young girl is talking
105160,A man is talking as water is running along with tapping noises,A man is talking as water is running along with tapping noises and pages turning
104600,A man talks in the background while a vehicle engine revs as tires skid then accelerates,A man talks in the background while a vehicle engine revs. A sudden car honk is heard as tires skid then the vehicle accelerates
104938,An electronic device buzzing followed by paper tearing and then crumpling as a bell rings before a toilet flushes,"An electronic device buzzing followed by paper tearing and then crumpling as a bell rings, then the sound of a metal drawer sliding shut before a toilet flushes"
106357,A loud distorted belch followed by a series of burping,"A loud distorted belch followed by a series of burping, and a glass mug placed heavily on a wooden counter"
103914,"A woman speaking, followed by a child yelling","A woman speaking, followed by a child yelling, and then the loud beeping of a microwave"
106762,A person snoring at a rhythmic pace,The steady tick of a wall clock in a room where a person is snoring at a rhythmic pace
107209,A crowd of people talking followed by a vehicle engine revving then tires skidding,"A crowd of people talking followed by a vehicle engine revving then tires skidding, with a car horn sounding twice"
105116,A man talking while a saw is running,A man talking while a saw is running and a car engine starts
106203,Dog whimpering and barking together with rustling,"Dog whimpering and barking together with rustling, and a window shutter rattling"
105315,A man speaks followed by a vehicle revving,"A man speaks followed by a vehicle revving, with a dog barking"
105412,Person singing a long note and birds chirping,"A soaring vocal held by a person, accompanied by birds twittering and a distant airplane rumble"
106933,Pigeons cooing and bird wings flapping as footsteps shuffle on paper,"Pigeons cooing and bird wings flapping as footsteps shuffle on paper, with a distant church bell tolling"
105008,Singing and music with faint gunshots,Singing and music with faint gunshots and a distant rolling thunderstorm
105524,Frogs croaking and a humming with insects vocalizing,"Frogs croaking and a humming with insects vocalizing, accompanied by the distinct sound of a car engine starting in the distance"
106569,A series of loud metal hammering as liquid drains down a pipe followed by a metal chain rattling,"A series of loud metal hammering as liquid drains down a pipe followed by a metal chain rattling, with the gentle hum of a ventilation system"
103859,Waves crashing onto shore followed by a man talking,"Waves crashing onto shore, children laughing and playing in the sand, followed by a man talking"
103272,High frequency vibrations with faint splashing,High frequency vibrations with faint splashing and a quiet electrical hum
107426,A man speaking as plastic is clanking followed by a door hatch opening and plastic tumbling with a vehicle engine revving in the background,A man speaking as plastic is clanking followed by a door hatch opening and plastic tumbling with a vehicle engine revving in the background and a dog barking
104741,A goat baaing normally before and after a goat screaming,"A goat baaing normally, followed by a loud clap of thunder, and then a goat screaming followed by more baaing"
107079,An electronic signal followed by compressed air releasing then an electronic bell playing as a train runs on tracks in the background,An electronic signal followed by compressed air releasing then an electronic bell playing as a train runs on tracks in the background with a conductor shouting 'All aboard!'
102895,A man speaking while water is spraying into a sink and draining,"A man speaking while water is spraying into a sink and draining, as a distant phone rings"
103507,A vehicle struggling to start with some clicks and whines,A car door opening followed by a vehicle struggling to start with some clicks and whines
105211,A click occurs and then a woman speaks followed by a sewing machine stitching,"A click occurs and then a woman speaks, followed by scissors cutting fabric and a sewing machine stitching"
104161,Humming of a distant jet engine passing,"Humming of a distant jet engine passing, with a gusty wind blowing in the background"
3628,A car engine is revving while driving,"A car engine is revving while driving, and tires screech on asphalt as the car takes a turn"
105234,A man speaks while water slaps on a surface,A man speaks while water slaps on a surface as rain falls gently in the background
102757,A series of compressed air spraying as a motor hums in the background,A series of compressed air spraying as a motor hums in the background accompanied by the clanging of tools being adjusted
107392,"A flush occurs and suctioned water splashes and gurgles, while music plays in the background","A flush occurs and suctioned water splashes and gurgles, while music plays in the background, and a person clears their throat"
106345,Some cars passing by with people murmuring in the distance,"Some cars passing by with people murmuring in the distance, and a faint gentle wind rustling through nearby trees"
103073,Several church bells ringing,Several church bells ringing with a choir singing in the background
104561,Police sirens going off,Police sirens going off and a crowd shouting
106034,A train emits the steam whistle sound with a hissing noise,"A train emits the steam whistle sound with a hissing noise, accompanied by a steady background hum of the train engine"
106025,A whistling and then an explosion and crackling,"A whistling, then crunching footsteps, an explosion, and crackling"
106303,A man talking as a vehicle engine is running and wind is blowing into a microphone,"A man talking as a vehicle engine is running, wind is blowing into a microphone, and street traffic passes by"
103948,Rubbing occurs while the electric motor runs,"An electric motor runs with a persistent rubbing sound as it operates, accompanied by the low, steady hum of an idling machine"
106902,A metal clack followed by a horse neighing as gusts of wind blow and birds chirp in the background,"A metal clack followed by a horse neighing as gusts of wind blow and birds chirp in the background, with wooden wagon wheels slowly rolling on a dirt path"
106972,"A blaring siren from a vehicle passes by, then echoes and fades into the distance","A blaring siren from a vehicle passes by, then echoes and fades into the distance, accompanied by a distant, rhythmic bass drum thumping"
107189,A man snoring with children speaking in the distance and a woman speaking nearby,"A man snoring with children speaking in the distance, a woman speaking nearby, and the quiet tapping of a dog's nails on a hardwood floor"
106055,Male speech and then a burp,"Male speech, then a burp, followed by a subtle clock ticking"
105292,High pitches squealing and a horn blowing with constant humming of an engine,"Banging of a hammer on metal, high pitches squealing and a horn blowing with constant humming of an engine"
104045,A girl speaks with some rustling of grass and a distant bird chirping,"A girl speaks with some rustling of grass, a distant bird chirping, and light wind blowing through foliage"
